;TICKER;TRUENAMES;industry;sector
117;XDNE.DE;Xtrackers (IE) Public Limited Company - Xtrackers JPX-Nikkei 400 UCITS ETF;ETF;sector
116;XDNY.DE;Xtrackers (IE) Public Limited Company - Xtrackers JPX-Nikkei 400 UCITS ETF;ETF;sector
535;SXRZ.DE;iShares VII PLC - iShares Nikkei 225 ETF JPY Acc;ETF;sector
76;DBX3.DE;Xtrackers - MSCI EM Latin America Swap UCITS ETF;ETF;sector
92;DBX4.DE;Xtrackers - MSCI EM Europe, Middle East & Africa Swap UCITS ETF;ETF;sector
87;DBX5.DE;Xtrackers - MSCI Taiwan UCITS ETF;ETF;sector
74;DBX6.DE;Xtrackers - MSCI Brazil UCITS ETF;ETF;sector
30;EWJ;iShares MSCI Japan ETF;ETF;sector

432;LYMD.DE;Multi Units France - Lyxor MSCI India UCITS ETF;ETF;sector
418;LYMH.DE;Multi Units France - Lyxor MSCI Greece UCITS ETF;ETF;sector
326;X014.DE;Lyxor MSCI Pacific UCITS ETF;ETF;sector
26;DBX7.DE;Xtrackers - Nifty 50 Swap UCITS ETF;ETF;sector
83;DBX8.DE;Xtrackers - MSCI Korea UCITS ETF;ETF;sector
23;DBX9.DE;Xtrackers - FTSE China 50 UCITS ETF;ETF;sector
16;D5BH.DE;Xtrackers - MSCI Canada UCITS ETF;ETF;sector
526;SXR2.DE;iShares VII Public Limited Company - iShares MSCI Canada UCITS ETF;ETF;sector
197;XESD.DE;Xtrackers - Spain UCITS ETF;ETF;sector
196;XESP.DE;Xtrackers Spain UCITS ETF 1C;ETF;sector
36;D5BI.DE;Xtrackers - MSCI Mexico UCITS ETF;ETF;sector
401;C030.DE;Lyxor Dow Jones Switzerland Titans 30TM (DR) UCITS ETF;ETF;sector
531;CEBB.DE;iShares VII PLC - iShares MSCI Russia ADR/GDR ETF USD Acc;ETF;sector
530;CEBG.DE;iShares VII PLC - iShares MSCI Mexico Capped ETF USD Acc;ETF;sector
24;DBXJ.DE;Xtrackers - MSCI Japan UCITS ETF;ETF;sector
166;XDN0.DE;Xtrackers (IE) Plc - Xtrackers MSCI Nordic UCITS ETF 1D;ETF;sector
734;IBC6.DE;iShares MSCI Australia UCITS ETF USD (Acc);ETF;sector
556;IQQB.DE;iShares MSCI Brazil UCITS ETF USD (Dist);ETF;sector
557;IQQJ.DE;iShares MSCI Japan UCITS ETF USD (Dist);ETF;sector
558;IQQK.DE;iShares MSCI Korea UCITS ETF USD (Dist);ETF;sector
560;IQQT.DE;iShares Public Limited Company - iShares MSCI Taiwan UCITS ETF;ETF;sector
509;LRUS.DE;Lyxor MSCI Russia UCITS ETF Acc;ETF;sector
193;XNKY.DE;Xtrackers Nikkei 225 UCITS ETF 1C EUR;ETF;sector
7;XPQP.DE;Xtrackers - MSCI Philippines UCITS ETF;ETF;sector
5;XMK9.DE;Xtrackers MSCI Japan UCITS ETF 4C EUR Hedged;ETF;sector
42;XMKA.DE;Xtrackers - MSCI Africa Top 50 Swap UCITS ETF;ETF;sector
95;XCS2.DE;Xtrackers II Australia Government Bond UCITS ETF 1C;ETF;sector
84;XCS3.DE;Xtrackers - MSCI Malaysia UCITS ETF;ETF;sector
88;XCS4.DE;Xtrackers - MSCI Thailand UCITS ETF;ETF;sector
82;XCS5.DE;Xtrackers - MSCI India Swap UCITS ETF;ETF;sector
75;XCS6.DE;Xtrackers - MSCI China UCITS ETF;ETF;sector
508;RUSL.DE;Lyxor MSCI Russia UCITS ETF Dist;ETF;sector

#############################################################################################################   China
389;C024.DE;Lyxor FTSE China A50 UCITS ETF;ETF;sector
547;IQQC.DE;iShares China Large Cap UCITS ETF USD (Dist);ETF;sector


###################################### ##################################################################   bonds
201;XGLU.DE;Xtrackers II - Eurozone Government Bond UCITS ETF;ETF;sector
109;XJSE.DE;Xtrackers II - Japan Government Bond UCITS ETF;ETF;sector
104;XLIQ.DE;Xtrackers II - EUR Covered Bond Swap UCITS ETF;ETF;sector
100;XGVD.DE;Xtrackers II Global Government Bond UCITS ETF 1D - EUR Hedged;ETF;sector
103;XHY1.DE;Xtrackers II - EUR High Yield Corporate Bond 1-3 Swap UCITS ETF;ETF;sector
158;XHYA.DE;Xtrackers II - EUR High Yield Corporate Bond UCITS ETF;ETF;sector
102;XHYG.DE;Xtrackers II - EUR High Yield Corporate Bond UCITS ETF;ETF;sector
115;XBAI.DE;Xtrackers II - Eurozone AAA Government Bond Swap UCITS ETF;ETF;sector
797;IS0Y.DE;iShares V Public Limited Company - iShares Euro Corporate Bond Interest Rate Hedged UCITS ETF;ETF;sector
781;IS0Z.DE;iShares VI Public Limited Company - iShares Global AAA-AA Government Bond UCITS ETF;ETF;sector
152;XBAT.DE;Xtrackers II - Eurozone AAA Government Bond Swap UCITS ETF;ETF;sector
106;XBCD.DE;Xtrackers II iBoxx Germany Covered Bond Swap UCITS ETF 1D;ETF;sector
133;XBO2.DE;Xtrackers II Italy Government Bond 0-1 Swap UCITS ETF 1C;ETF;sector
291;18MW.DE;Amundi ETF Govt Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF;ETF;sector
290;18MX.DE;Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF DR;ETF;sector
292;18MY.DE;Amundi ETF Govt Bond EuroMTS Broad Investment Grade 3-5 UCITS ETF DR;ETF;sector
293;18MZ.DE;Amundi ETF Govt Bond EuroMTS Broad Investment Grade 5-7 UCITS ETF DR C;ETF;sector
294;18M0.DE;Amundi ETF Govt Bond EuroMTS Broad Investment Grade 7-10 UCITS ETF;ETF;sector


458;UINE.DE;MULTI-UNITS LUXEMBOURG - Lyxor Inverse US$ 10Y Inflation Expectations UCITS ETF - Acc-USD;ETF;sector
393;UINF.DE;Multi Units Luxembourg - Lyxor US$ 10Y Inflation Breakeven UCITS ETF;ETF;sector

593;UEEG.DE;iShares $ Development Bank Bonds UCITS ETF EUR Hedged (Acc);ETF;sector
34;AGG;iShares Core U.S. Aggregate Bond ETF;ETF;sector
723;EUNU.DE;iShares III Public Limited Company - iShares Global Aggregate Bond UCITS ETF;ETF;sector
609;EUNW.DE;iShares Public Limited Company - iShares Euro High Yield Corp Bond UCITS ETF;ETF;sector
721;EUNX.DE;iShares US Aggregate Bond UCITS ETF USD (Dist);ETF;sector
713;IS02.DE;iShares J.P. Morgan $ EM Bond UCITS ETF USD (Acc);ETF;sector
661;IS04.DE;iShares $ Treasury Bond 20+yr UCITS ETF USD (Dist);ETF;sector
829;WTDP.DE;WisdomTree EUR Aggregate Bond Enhanced Yield UCITS ETF - EUR;ETF;sector
828;WTDQ.DE;WisdomTree EUR Aggregate Bond Enhanced Yield UCITS ETF - EUR Acc;ETF;sector
830;WTDR.DE;WisdomTree EUR Government Bond Enhanced Yield UCITS ETF - EUR;ETF;sector
831;WTDS.DE;WisdomTree EUR Government Bond Enhanced Yield UCITS ETF - EUR Acc;ETF;sector
491;LYQ1.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond (DR) UCITS ETF - Acc;ETF;sector
489;LYQ2.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF - Acc;ETF;sector
490;LYQ3.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 3-5Y (DR) UCITS ETF - Acc;ETF;sector
412;LYXA.DE;MULTI-UNITS LUXEMBOURG - Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond (DR) UCITS ETF - Acc;ETF;sector
410;LYXC.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 5-7Y (DR) UCITS ETF - Acc;ETF;sector
411;LYXD.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF - Acc;ETF;sector
409;LYXF.DE;Multi Units Luxembourg - Lyxor Euro Government Bond 15+Y (DR) UCITS ETF;ETF;sector
584;EXHB.DE;iShares eb.rexx Government Germany 1.5-2.5yr UCITS ETF (DE);ETF;sector
586;EXHC.DE;iShares eb.rexx Government Germany 2.5-5.5yr UCITS ETF (DE);ETF;sector
587;EXHD.DE;iShares eb.rexx Government Germany 5.5-10.5yr UCITS ETF (DE);ETF;sector
40;DBZB.DE;Xtrackers II - Global Government Bond UCITS ETF;ETF;sector
494;LYX7.DE;Lyxor US Treasury 7-10Y (DR) UCITS ETF - Dist;ETF;sector
191;XUEM.DE;Xtrackers II - USD Emerging Markets Bond UCITS ETF;ETF;sector
71;XUTD.DE;Xtrackers II - US Treasuries UCITS ETF;ETF;sector
15;XUTE.DE;Xtrackers II US Treasuries UCITS ETF 2D - EUR Hedged;ETF;sector
183;XUHY.DE;Xtrackers (IE) Plc - Xtrackers USD High Yield Corporate Bond UCITS ETF 1D;ETF;sector
289;18M1.DE;Amundi ETF Govies 0-6 Months EuroMTS Investment Grade UCITS ETF DR;ETF;sector
35;IEF;iShares 7-10 Year Treasury Bond ETF;ETF;sector
151;DBXB.DE;Xtrackers II Eurozone Government Bond 7-10 UCITS ETF 1C;ETF;sector
787;CBUE.DE;iShares $ Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist);ETF;sector
37;SHY;iShares 1-3 Year Treasury Bond ETF;ETF;sector
564;2B7S.DE;iShares $ Treasury Bond 1-3yr UCITS ETF EUR Hedged (Acc);ETF;sector
716;36B1.DE;iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Dist);ETF;sector
685;36B7.DE;iShares Global Corp Bond UCITS ETF EUR Hedged (Dist);ETF;sector
592;36BA.DE;iShares $ Corp Bond ESG UCITS ETF EUR Hedged Inc;ETF;sector
229;AHYE.DE;Amundi Index Solutions - Amundi EURO High Yield Liquid Bond IBOXX UCITS ETF-C;ETF;sector
72;ALQD.DE;Xtrackers II - USD Asia ex Japan Corporate Bond UCITS ETF;ETF;sectFor
715;3SUD.DE;iShares J.P. Morgan $ EM Bond UCITS ETF EUR Hedged (Acc);ETF;sector
620;IBCI.DE;"iShares &#226;&#130;&#172; Inflation Linked Govt Bond UCITS ETF EUR (Acc)";ETF;sector
693;IBCL.DE;"iShares &#226;&#130;&#172; Govt Bond 15-30yr UCITS ETF EUR (Dist)";ETF;sector
709;IBCM.DE;"iShares &#226;&#130;&#172; Govt Bond 7-10yr UCITS ETF EUR (Dist)";ETF;sector
710;IBCN.DE;"iShares &#226;&#130;&#172; Govt Bond 3-5yr UCITS ETF EUR (Dist)";ETF;sector
548;IBCS.DE;"iShares &#226;&#130;&#172; Corp Bond Large Cap UCITS ETF EUR (Dist)";ETF;sector
485;EGV3.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF 2;ETF;sector
468;EGV5.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 3-5Y (DR) UCITS ETF 2;ETF;sector
487;EGV7.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 5-7Y (DR) UCITS ETF 2;ETF;sector
382;5X62.DE;Lyxor Bund Future Daily (-1x) Inverse UCITS ETF;ETF;sector
148;DBXF.DE;Xtrackers II - Eurozone Government Bond 15-30 UCITS ETF;ETF;sector
149;DBXG.DE;Xtrackers II - Eurozone Government Bond 25+ UCITS ETF;ETF;sector
145;DBXH.DE;Xtrackers II - Global Inflation-Linked Bond UCITS ETF;ETF;sector
53;DBXN.DE;Xtrackers II - Eurozone Government Bond UCITS ETF;ETF;sector
147;DBXP.DE;Xtrackers II - Eurozone Government Bond 1-3 UCITS ETF;ETF;sector
99;XG7S.DE;Xtrackers II - Global Government Bond UCITS ETF;ETF;sector
108;XGII.DE;Xtrackers II - Global Inflation-Linked Bond UCITS ETF;ETF;sector
107;XGIU.DE;Xtrackers II - Global Inflation-Linked Bond UCITS ETF;ETF;sector
3;DBXQ.DE;Xtrackers II - Eurozone Government Bond 3-5 UCITS ETF;ETF;sector
150;DBXR.DE;Xtrackers II - Eurozone Government Bond 5-7 UCITS ETF;ETF;sector
144;D5BB.DE;Xtrackers II - Germany Government Bond UCITS ETF;ETF;sector
142;D5BC.DE;Xtrackers II Germany Government Bond 1-3 UCITS ETF;ETF;sector
156;D5BE.DE;Xtrackers II US Treasuries 1-3 UCITS ETF 1D;ETF;sector
34;D5BG.DE;Xtrackers II - EUR Corporate Bond UCITS ETF;ETF;sector
146;DBXK.DE;Xtrackers II - Eurozone Inflation-Linked Bond UCITS ETF;ETF;sector
726;EUN4.DE;"iShares &#226;&#130;&#172; Aggregate Bond UCITS ETF EUR (Dist)";ETF;sector
728;EUN6.DE;"iShares &#226;&#130;&#172; Govt Bond 0-1yr UCITS ETF EUR (Dist)";ETF;sector
729;EUN9.DE;"iShares &#226;&#130;&#172; Govt Bond 5-7yr UCITS ETF EUR (Dist)";ETF;sector
486;E15G.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 15+Y (DR) UCITS ETF 2;ETF;sector
469;E15H.DE;Lyxor Core Euro Government Inflation-Linked Bond (DR) UCITS ETF 2;ETF;sector
589;EXHA.DE;iShares eb.rexx Government Germany UCITS ETF (DE);ETF;sector
457;TIUP.DE;Multi Units Luxembourg - Lyxor Core US TIPS (DR) UCITS ETF;ETF;sector
112;X03B.DE;Xtrackers II - Eurozone Government Bond 1-3 UCITS ETF;ETF;sector
113;X03C.DE;Xtrackers II - Eurozone Government Bond 3-5 UCITS ETF;ETF;sector
114;X03F.DE;Xtrackers II Eurozone Government Bond UCITS ETF 1D EUR;ETF;sector
105;X03G.DE;Xtrackers II Germany Government Bond UCITS ETF 1C;ETF;sector
182;XT01.DE;Xtrackers (IE) Plc - Xtrackers US Treasuries Ultrashort Bond UCITS ETF 1C;ETF;sector

621;IBC7.DE;iShares Fallen Angels High Yield Corporate Bond UCITS ETF EUR Hedged (Dist);ETF;sector
554;IBC9.DE;iShares Global High Yield Corp Bond UCITS ETF USD (Dist);ETF;sector
550;IBCA.DE;"iShares &#226;&#130;&#172; Govt Bond 1-3yr UCITS ETF EUR (Dist)";ETF;sector
683;IBCC.DE;Ishares PLC - Ishares Treasury Bond 0-1 year UCITS ETF;ETF;sector
544;IBCD.DE;iShares $ Corp Bond UCITS ETF USD (Dist);ETF;sector

70;XYP1.DE;Xtrackers II - iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF;ETF;sector
111;XYPD.DE;Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1D;ETF;sector
170;XZBE.DE;Xtrackers (IE) Plc - Xtrackers ESG USD Corporate Bond UCITS ETF 2C - EUR hedged;ETF;sector
169;XZBU.DE;Xtrackers (IE) Plc - Xtrackers ESG USD Corporate Bond UCITS ETF 1C;ETF;sector
184;XZE5.DE;Xtrackers II ESG EUR Corporate Bond Short Duration UCITS ETF 1 EUR Acc;ETF;sector


###################################################################################################################  Schrott








801;3SUE.DE;iShares V Public Limited Company - iShares MSCI World Consumer Staples UCITS ETF;ETF;sector
750;3SUR.DE;iShares MSCI USA SRI UCITS ETF EUR Hedged (Dist);ETF;sector

298;540H.DE;Amundi ETF MSCI Europe Ex EMU UCITS ETF;ETF;sector
254;540J.DE;Amundi Index Solutions - Amundi MSCI Switzerland;ETF;sector
314;540K.DE;Amundi ETF MSCI UK UCITS ETF;ETF;sector
742;5MVL.DE;IShares IV Public Limited Company - iShares Edge MSCI EM Value Factor UCITS ETF;ETF;sector


251;6AQQ.DE;Amundi Index Solutions - Amundi Nasdaq-100 ETF-C EUR;ETF;sector


204;AFIN.DE;Amundi Index Solutions - Amundi Euro Corporate Financials iBoxx UCITS ETF;ETF;sector
101;AH50.DE;Xtrackers - Harvest FTSE China A-H 50 UCITS ETF;ETF;sector


246;AMEA.DE;Amundi Index Solutions - Amundi MSCI EM Asia;ETF;sector
260;AMEC.DE;Amundi Index Solutions - Amundi Smart City UCITS ETF-C EUR;ETF;sector
278;AMED.DE;Amundi MSCI EMU ESG Leaders Select UCITS ETF DR EUR (C);ETF;sector



216;AUM5.DE;"Amundi Index Solutions - Amundi S&amp;P 500 UCITS ETF C EUR";ETF;sector

280;B500.DE;"Amundi Index Solutions - Amundi S&amp;P 500 Buyback ETF-C EUR";ETF;sector


456;C029.DE;Lyxor SPI® UCITS ETF;ETF;sector
323;C010.DE;Lyxor Dow Jones Industrial Average (LUX) UCITS ETF;ETF;sector
450;C020.DE;Lyxor Nikkei 225® UCITS ETF;ETF;sector





350;C071.DE;Lyxor Index Fund - Lyxor STOXX Europe 600 Media UCITS ETF Inc;ETF;sector

514;C101.DE;ComStage FED Funds Effective Rate Index UCITS ETF;ETF;sector
236;CB3G.DE;Amundi Index Solutions - Amundi Govt Bond Euromts Broad Investment Grade UCITS ETF-C;ETF;sector

428;CD91.DE;Lyxor NYSE Arca Gold BUGS (DR) UCITS ETF;ETF;sector

253;CN1G.DE;Amundi Index Solutions - Amundi MSCI Nordic UCITS ETF-C;ETF;sector
394;CNAA.DE;Lyxor Hwabao WP MSCI China A (DR) UCITS ETF Acc;ETF;sector

515;D100.DE;MULTI-UNITS LUXEMBOURG - Lyxor FTSE 100 UCITS ETF - Inc;ETF;sector
97;D3V3.DE;Xtrackers (IE) Plc - Xtrackers EUR Credit 12.5 Swap UCITS ETF 1C;ETF;sector



90;D5BM.DE;"Xtrackers S&amp;P 500 Swap UCITS ETF 1C";ETF;sector
11;DBX0.DE;Xtrackers - Portfolio UCITS ETF;ETF;sector







66;DBXI.DE;Xtrackers - FTSE MIB UCITS ETF;ETF;sector


153;DBXM.DE;Xtrackers II - iTraxx Crossover Swap UCITS ETF;ETF;sector

138;DBXS.DE;Xtrackers - Switzerland UCITS ETF;ETF;sector
139;DBXT.DE;Xtrackers II - EUR Cash Swap UCITS ETF;ETF;sector
25;DBXU.DE;Xtrackers - MSCI USA Swap UCITS ETF;ETF;sector
86;DBXV.DE;Xtrackers - MSCI Russia Capped Swap UCITS ETF;ETF;sector
64;DBXX.DE;Xtrackers FTSE 100 Income UCITS ETF 1D;ETF;sector
30;DBXY.DE;Xtrackers - FTSE 250 UCITS ETF;ETF;sector
31;DBXZ.DE;Xtrackers - FTSE All-Share UCITS ETF;ETF;sector
237;DE5A.DE;Amundi Index Solutions - Amundi Govt Bond Highest Rated Euromts Investment Grade Ucits ETF EUR C;ETF;sector
263;DECD.DE;Amundi DAX 50 ESG UCITS ETF DR (C);ETF;sector
207;DECR.DE;Amundi Index Solutions - Amundi Index Euro Corporate SRI UCITS ETF DR EUR;ETF;sector
330;DFOA.DE;"Lyxor STOXX Europe 600 Automobiles &amp; Parts UCITS ETF Dis";ETF;sector
368;DFOB.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 25+Y (DR) UCITS ETF 2;ETF;sector
340;DFOP.DE;"Lyxor STOXX Europe 600 Food &amp; Beverage UCITS ETF Dis";ETF;sector
473;DJAD.DE;Lyxor US Treasury 10+Y (DR) UCITS ETF Dist;ETF;sector
408;DJAM.DE;Lyxor UCITS ETF Dow Jones Industrial Average;ETF;sector
211;DNRA.DE;Amundi Index Solutions - Amundi Index MSCI North America UCITS ETF DR EUR;ETF;sector
367;DRUP.DE;Lyxor Index Fund - Lyxor Disruptive Technologies (DR) Ucits ETF;ETF;sector
140;DX22.DE;Xtrackers II - EUR Cash Swap UCITS ETF;ETF;sector
41;DX2D.DE;Xtrackers LPX Private Equity Swap UCITS ETF 1C;ETF;sector
58;DX2G.DE;Xtrackers - CAC 40 UCITS ETF;ETF;sector

12;DX2S.DE;Xtrackers - S&P ASX 200 UCITS ETF;ETF;sector
91;DX2X.DE;Xtrackers - Stoxx Europe 600 UCITS ETF;ETF;sector
38;DX2Z.DE;Xtrackers - S&P Select Frontier Swap UCITS ETF;ETF;sector
63;DXET.DE;Xtrackers - Euro Stoxx 50 UCITS ETF;ETF;sector
157;DXS0.DE;Xtrackers - SLI UCITS ETF;ETF;sector
195;DXS3.DE;Xtrackers - S&P 500 Inverse Daily Swap UCITS ETF;ETF;sector
73;DXS5.DE;Xtrackers - MSCI AC Asia ex Japan Swap UCITS ETF;ETF;sector



189;DXSM.DE;Xtrackers - Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF;ETF;sector
28;DXSN.DE;Xtrackers - ShortDAX Daily Swap UCITS ETF;ETF;sector
154;DXSQ.DE;Xtrackers II - iTraxx Europe Swap UCITS ETF;ETF;sector
143;DXSW.DE;Xtrackers II - iBoxx Germany Covered Bond Swap UCITS ETF;ETF;sector
33;DXSZ.DE;Xtrackers II - USD Overnight Rate Swap UCITS ETF;ETF;sector
390;E127.DE;Lyxor MSCI Emerging Markets (LUX) UCITS ETF;ETF;sector

334;E6BR.DE;Lyxor Index Fund - Lyxor Stoxx Europe 600 Basic Resources UCITS ETF Dis;ETF;sector



366;EBUY.DE;Lyxor Index Fund - Lyxor Digital Economy (DR) UCITS ETF;ETF;sector
264;ECR3.DE;Amundi Index Solutions - Amundi Index Euro Corporate Sri 0-3 Y;ETF;sector


700;EFRN.DE;"iShares &#226;&#130;&#172; Floating Rate Bond UCITS ETF EUR (Dist)";ETF;sector
348;EGV1.DE;Lyxor STOXX Europe 600 Insurance UCITS ETF Dis;ETF;sector
375;EGV2.DE;MULTI-UNITS LUXEMBOURG - Lyxor Smart Overnight Return;ETF;sector

344;EHLT.DE;Lyxor Index Fund - Lyxor Stoxx Europe 600 Healthcare UCITS ETF Dis;ETF;sector

789;EUED.DE;"iShares &#226;&#130;&#172; Ultrashort Bond ESG UCITS ETF EUR Inc";ETF;sector
386;EUIN.DE;Lyxor US$ 10Y Inflation Expectations UCITS ETF - C-USD;ETF;sector

572;EUN2.DE;iShares II Public Limited Company - iShares EURO STOXX 50 UCITS ETF;ETF;sector

617;EUNA.DE;iShares III Public Limited Company - iShares Global Aggregate Bond UCITS ETF;ETF;sector
735;EUNJ.DE;iShares III Public Limited Company - iShares MSCI Pacific ex-Japan UCITS ETF;ETF;sector
628;EUNK.DE;iShares Core MSCI Europe UCITS ETF EUR (Acc);ETF;sector
641;EUNL.DE;iShares Core MSCI World UCITS ETF USD (Acc);ETF;sector
625;EUNM.DE;iShares MSCI EM UCITS ETF USD (Acc);ETF;sector
722;EUNN.DE;iShares Core MSCI Japan IMI UCITS ETF USD (Acc);ETF;sector




664;EXHE.DE;iShares Pfandbriefe UCITS ETF (DE);ETF;sector
562;EXHF.DE;iShares Euro Government Bond Capped 1.5-10.5yr UCITS ETF (DE);ETF;sector
656;EXI1.DE;iShares SLI UCITS ETF (DE);ETF;sector
580;EXI2.DE;iShares (DE) I - iShares Dow Jones Global Titans 50 UCITS ETF (DE);ETF;sector
581;EXI3.DE;iShares Dow Jones Industrial Average UCITS ETF (DE);ETF;sector
676;EXI5.DE;iShares STOXX Europe 600 Real Estate UCITS ETF (DE);ETF;sector

602;EXSA.DE;iShares STOXX Europe 600 UCITS ETF (DE);ETF;sector
579;EXSI.DE;iShares EURO STOXX UCITS ETF (DE);ETF;sector


590;EXVM.DE;iShares eb.rexx Money Market UCITS ETF (DE);ETF;sector
539;EXW1.DE;iShares EURO STOXX 50 UCITS ETF (DE);ETF;sector
601;EXW3.DE;iShares STOXX Europe 50 UCITS ETF (DE);ETF;sector
588;EXX1.DE;iShares EURO STOXX Banks 30-15 UCITS ETF (DE);ETF;sector
583;EXX5.DE;iShares Dow Jones U.S. Select Dividend UCITS ETF (DE);ETF;sector
585;EXX6.DE;iShares eb.rexx Government Germany 10.5+yr UCITS ETF (DE);ETF;sector
645;EXX7.DE;iShares Nikkei 225 UCITS ETF (DE);ETF;sector
543;EXXT.DE;iShares NASDAQ-100 UCITS ETF (DE);ETF;sector
542;EXXU.DE;iShares Dow Jones China Offshore 50 UCITS ETF (DE);ETF;sector
591;EXXV.DE;iShares Dow Jones Eurozone Sustainability Screened UCITS ETF (DE);ETF;sector
570;EXXW.DE;iShares Dow Jones Asia Pacific Select Dividend 30 UCITS ETF (DE);ETF;sector
598;EXXX.DE;iShares ATX UCITS ETF (DE);ETF;sector
682;EXXY.DE;iShares Diversified Commodity Swap UCITS ETF (DE);ETF;sector
317;F701.DE;Lyxor Portfolio Strategy UCITS ETF;ETF;sector
318;F702.DE;ComStage - Vermögensstrategie Defensiv UCITS ETF;ETF;sector
319;F703.DE;Lyxor Portfolio Strategy Offensiv UCITS ETF (Vermoegensstrategie);ETF;sector
235;FRNE.DE;Amundi Index Solutions - Amundi Floating Rate Euro Corporate 1-3 UCITS ETF;ETF;sector
233;FRNH.DE;Amundi Index Solutions - Amundi ETF Floating Rate USD Corporate;ETF;sector
234;FRNU.DE;Amundi Index Solutions - Amundi ETF Floating Rate USD Corporate;ETF;sector
301;GC2U.DE;Amundi ETF Short MSCI USA Daily UCITS ETF;ETF;sector
227;GC40.DE;Amundi Index Solutions - Amundi CAC 40;ETF;sector
373;GENY.DE;Lyxor Index Fund - Lyxor MSCI Millennials ESG Filtered (DR) UCITS ETF;ETF;sector
259;GLUX.DE;"Amundi Index Solutions - Amundi S&amp;P Global Luxury ETF-C EUR";ETF;sector
269;GNAR.DE;Amundi Index Solutions - Amundi MSCI USA SRI UCITS ETF DR;ETF;sector
265;GOAI.DE;Amundi Stoxx Global Artificial Intelligence;ETF;sector
213;H1D5.DE;Amundi Index Solutions - Amundi ETF S&P 500;ETF;sector
252;HNDX.DE;Amundi Index Solutions - Amundi NASDAQ-100;ETF;sector
686;HYLE.DE;iShares Global High Yield Corp Bond UCITS ETF EUR Hedged (Dist);ETF;sector
783;I500.DE;"iShares S&amp;P 500 Swap UCITS ETF USD (Acc)";ETF;sector
705;IBB1.DE;iShares $ Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist);ETF;sector
611;IBC0.DE;iShares Edge MSCI Europe Multifactor UCITS ETF EUR (Acc);ETF;sector
703;IBC2.DE;iShares $ High Yield Corp Bond UCITS ETF EUR Hedged (Dist);ETF;sector
691;IBC3.DE;iShares Public Limited Company - iShares Core MSCI EM IMI UCITS ETF;ETF;sector
